Baseline 100%T,,UV_511359d7-df0d-4018-bfee-ff58585b5809,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
744.0056152,0.4859677851,744.0056152,-0.03959475085,
743.5079956,0.4817974865,743.5079956,-0.03711286932,
743.0102539,0.4858708978,743.0102539,-0.03748792037,
742.5123901,0.4854361117,742.5123901,-0.04118235409,
742.0144653,0.4882993996,742.0144653,-0.0410355553,
741.5164185,0.4854895473,741.5164185,-0.03993621841,
740.9827881,0.4840062261,740.9827881,-0.04319578782,
740.4845581,0.4841570556,740.4845581,-0.04199847579,
739.9862671,0.4846549332,739.9862671,-0.04049663246,
739.487854,0.4833564162,739.487854,-0.04158242047,
738.9893799,0.4835889041,738.9893799,-0.03829555213,
738.4909058,0.4843034446,738.4909058,-0.04138572887,
737.9922485,0.4858338535,737.9922485,-0.03776783496,
737.4935303,0.4813160598,737.4935303,-0.0385960266,
736.9946899,0.484883666,736.9946899,-0.03642325848,
736.4958496,0.4832495153,736.4958496,-0.03986221179,
735.9968262,0.4780038297,735.9968262,-0.03749680147,
735.4977417,0.4841473103,735.4977417,-0.03542746231,
734.9985962,0.4759804308,734.9985962,-0.04080110416,
734.4993286,0.478838712,734.4993286,-0.03989612311,
734.000061,0.4790687859,734.000061,-0.04024608061,
733.5006104,0.4851858914,733.5006104,-0.03558795154,
733.0010986,0.4806388319,733.0010986,-0.03955145925,
732.5015259,0.4794533551,732.5015259,-0.03925836086,
732.0018311,0.4810013771,732.0018311,-0.04096889868,
731.5021362,0.4785075486,731.5021362,-0.04305149615,
731.0022583,0.4784820676,731.0022583,-0.04300695285,
730.5023193,0.4785409272,730.5023193,-0.03928801417,
730.0022583,0.475777775,730.0022583,-0.04165589809,
729.5021973,0.4797337055,729.5021973,-0.0425828509,
729.0019531,0.4773743749,729.0019531,-0.03873455897,
728.501709,0.478420496,728.501709,-0.0412607491,
728.0012817,0.4799048305,728.0012817,-0.03969828784,
727.5008545,0.4761577249,727.5008545,-0.03990783542,
727.0003052,0.4761188328,727.0003052,-0.03486084566,
726.4996948,0.4706602991,726.4996948,-0.03639188409,
725.9990234,0.4727269411,725.9990234,-0.0375575833,
725.49823,0.4753331244,725.49823,-0.04140055552,
724.9973145,0.4707591832,724.9973145,-0.04393463209,
724.4963379,0.4724343717,724.4963379,-0.03697928414,
723.9953003,0.4697850347,723.9953003,-0.043660447,
723.4941406,0.4730976522,723.4941406,-0.03926678002,
722.9929199,0.4720589817,722.9929199,-0.04020643979,
722.4915771,0.474150449,722.4915771,-0.0384766385,
721.9902344,0.4720097184,721.9902344,-0.03828384355,
721.4887085,0.4732577503,721.4887085,-0.03857480362,
720.9871216,0.4688235521,720.9871216,-0.04143669829,
720.4854736,0.4706500173,720.4854736,-0.03948211297,
719.9838257,0.4731231928,719.9838257,-0.03556343168,
719.5178223,0.4688228369,719.5178223,-0.0445770137,
719.0159302,0.4670569599,719.0159302,-0.0435025841,
718.513916,0.4673024714,718.513916,-0.03889326379,
718.0118408,0.4672037661,718.0118408,-0.03689136356,
717.5096436,0.4625785649,717.5096436,-0.03723358363,
717.0074463,0.4689470232,717.0074463,-0.04121103138,
716.505127,0.4725277722,716.505127,-0.04707330838,
716.0026855,0.4786090255,716.0026855,-0.03998787701,
715.5002441,0.4734789133,715.5002441,-0.03917104006,
714.9976807,0.4741580486,714.9976807,-0.04591865093,
714.4949951,0.4752025902,714.4949951,-0.0403342694,
713.9922485,0.4759140313,713.9922485,-0.04263274372,
713.4894409,0.4739242792,713.4894409,-0.04443280771,
712.9864502,0.4754411876,712.9864502,-0.0409254618,
712.4834595,0.474185288,712.4834595,-0.04162461683,
712.0162964,0.4749410152,712.0162964,-0.04667199403,
711.5131836,0.477735281,711.5131836,-0.04427915439,
711.0100098,0.4790097177,711.0100098,-0.039058391,
710.5066528,0.4758189619,710.5066528,-0.0455869399,
710.0032349,0.4767927527,710.0032349,-0.04340716824,
709.4996948,0.4747237265,709.4996948,-0.03877745941,
708.9960938,0.4812990427,708.9960938,-0.04485790804,
708.4924316,0.4791722894,708.4924316,-0.04263912514,
707.9887085,0.4781863391,707.9887085,-0.04132943228,
707.4848633,0.4841731787,707.4848633,-0.03836973011,
707.0169678,0.4838590324,707.0169678,-0.03981483355,
706.5130005,0.4815950096,706.5130005,-0.04368732125,
706.0089111,0.4825453758,706.0089111,-0.03953552991,
705.5047607,0.4803038538,705.5047607,-0.04431094602,
705.0004883,0.4820353687,705.0004883,-0.04657043517,
704.4961548,0.4816685021,704.4961548,-0.03816830739,
703.9916992,0.4781556427,703.9916992,-0.04342197254,
703.4872437,0.4771317244,703.4872437,-0.04071668535,
702.982666,0.4793448746,702.982666,-0.04137462005,
702.5140381,0.4740377665,702.5140381,-0.03906482458,
702.0093384,0.4804912508,702.0093384,-0.04534551129,
701.5044556,0.4789403677,701.5044556,-0.04536113515,
700.9996338,0.4833267927,700.9996338,-0.04932395741,
700.4946289,0.4706601799,700.4946289,-0.04543989897,
699.989563,0.4794596434,699.989563,-0.04510040209,
699.484375,0.4857682586,699.484375,-0.0459703505,
699.0152588,0.5015391111,699.0152588,-0.04636961594,
698.5098877,0.5075706244,698.5098877,-0.04130792245,
698.0045166,0.5023087263,698.0045166,-0.04729251564,
697.4991455,0.498598665,697.4991455,-0.0440674983,
696.9935303,0.4942519069,696.9935303,-0.03718074039,
696.487915,0.4937087595,696.487915,-0.04163656756,
695.9821167,0.4908001125,695.9821167,-0.04683786258,
695.5125122,0.4923419356,695.5125122,-0.03693635017,
695.0065918,0.4923632145,695.0065918,-0.04263687134,
694.5006104,0.496297121,694.5006104,-0.0387291126,
693.9945068,0.4954540431,693.9945068,-0.03815602511,
693.4884033,0.4920801818,693.4884033,-0.04232617468,
692.9822998,0.4907845259,692.9822998,-0.03652764857,
692.512085,0.4907377958,692.512085,-0.04015183449,
692.0057373,0.491655916,692.0057373,-0.04180089012,
691.4993286,0.4924576581,691.4993286,-0.03883754462,
690.9927368,0.492988497,690.9927368,-0.04617438093,
690.486145,0.4940357804,690.486145,-0.03835797682,
690.015686,0.4932815433,690.015686,-0.04542838037,
689.5089111,0.4927527905,689.5089111,-0.04379119352,
689.0020142,0.4941637814,689.0020142,-0.04849006608,
688.4951172,0.4932802916,688.4951172,-0.05333255231,
687.9881592,0.4945912063,687.9881592,-0.04370908812,
687.5172119,0.4934915304,687.5172119,-0.03734091297,
687.0100098,0.4950970411,687.0100098,-0.04391469806,
686.5027466,0.4945104122,686.5027466,-0.0446289666,
685.9954224,0.497045815,685.9954224,-0.04207169265,
685.4880981,0.4912611842,685.4880981,-0.03864055127,
685.0167847,0.4906636775,685.0167847,-0.04324457794,
684.5092773,0.4893571734,684.5092773,-0.04333848506,
684.0015869,0.4892388582,684.0015869,-0.0436090827,
683.4938965,0.4904986322,683.4938965,-0.04300615564,
682.9860229,0.493560046,682.9860229,-0.04380856082,
682.5144653,0.4901577532,682.5144653,-0.03899147362,
682.0064697,0.4902922511,682.0064697,-0.04104700312,
681.4984131,0.4894106984,681.4984131,-0.04044432938,
680.9902954,0.494672358,680.9902954,-0.03794800118,
680.4820557,0.5044611096,680.4820557,-0.04440644756,
680.0100708,0.5054522157,680.0100708,-0.03724313155,
679.501709,0.5054056644,679.501709,-0.04919195175,
678.9932861,0.5012308359,678.9932861,-0.03826601803,
678.4848022,0.5077283382,678.4848022,-0.04131686687,
678.0125122,0.5059453845,678.0125122,-0.04685840756,
677.5038452,0.4990182519,677.5038452,-0.04510968924,
676.9950562,0.5002272129,676.9950562,-0.04541252553,
676.4862061,0.4993932545,676.4862061,-0.04139292985,
676.0136719,0.5009426475,676.0136719,-0.04183930531,
675.5046387,0.5002113581,675.5046387,-0.04419826344,
674.9956055,0.5006312728,674.9956055,-0.04126432911,
674.4864502,0.5055721402,674.4864502,-0.04162245244,
674.0136108,0.5025838614,674.0136108,-0.03891995922,
673.5042725,0.5059047937,673.5042725,-0.04065313935,
672.994873,0.50326401,672.994873,-0.03996624798,
672.4854126,0.5019227862,672.4854126,-0.04324692115,
672.0123291,0.5010665655,672.0123291,-0.04324715212,
671.5026855,0.494812876,671.5026855,-0.0429190211,
670.9929199,0.5007686615,670.9929199,-0.04395353422,
670.4832153,0.4983119667,670.4832153,-0.04122275487,
670.0097046,0.5020561814,670.0097046,-0.04018576816,
669.4997559,0.5064387321,669.4997559,-0.03906818479,
668.9897461,0.5080901384,668.9897461,-0.04256313667,
668.5161743,0.5088258386,668.5161743,-0.04098746181,
668.0059814,0.5041908026,668.0059814,-0.04260462895,
667.4957275,0.5029726028,667.4957275,-0.03952229396,
666.9854126,0.5004469752,666.9854126,-0.03977609798,
666.5114746,0.4989978671,666.5114746,-0.0434442237,
666.0009766,0.499910742,666.0009766,-0.04117533937,
665.4904785,0.5041586757,665.4904785,-0.04121183231,
665.0162964,0.4982567132,665.0162964,-0.04234176502,
664.5056152,0.5012800097,664.5056152,-0.03905753791,
663.994873,0.4963800907,663.994873,-0.03783896938,
663.4839478,0.4958857298,663.4839478,-0.04512168095,
663.0095215,0.4941720665,663.0095215,-0.04860427976,
662.4985352,0.4930499494,662.4985352,-0.0395735763,
661.9874268,0.4921679199,661.9874268,-0.04257398099,
661.5128174,0.4897665381,661.5128174,-0.0405289866,
661.0015259,0.4926113784,661.0015259,-0.0382611379,
660.4902344,0.4980193377,660.4902344,-0.04609318823,
660.0153809,0.5038003922,660.0153809,-0.04379798099,
659.5039063,0.5152699351,659.5039063,-0.0356823355,
658.9924316,0.5203561187,658.9924316,-0.0457521528,
658.5172729,0.5163114667,658.5172729,-0.04546647519,
658.0055542,0.5085541606,658.0055542,-0.04091580212,
657.4938354,0.5072255731,657.4938354,-0.04585600272,
656.9819336,0.5036340356,656.9819336,-0.04217820987,
656.5065918,0.5068601966,656.5065918,-0.04204147682,
655.9946289,0.5063237548,655.9946289,-0.0373804383,
655.4825439,0.5000687838,655.4825439,-0.04585446417,
655.006958,0.5020521283,655.006958,-0.04531496018,
654.4946899,0.5001996756,654.4946899,-0.04630153626,
653.9824219,0.4990181625,653.9824219,-0.03911781684,
653.5066528,0.4992629588,653.5066528,-0.04393640906,
652.9942017,0.5012041926,652.9942017,-0.04130448401,
652.5183105,0.5036575198,652.5183105,-0.04360318184,
652.0056152,0.504760325,652.0056152,-0.04070692882,
651.4929199,0.5055832267,651.4929199,-0.04334190488,
651.0169067,0.5056217909,651.0169067,-0.0404080525,
650.5040283,0.5048145056,650.5040283,-0.0423636958,
649.9910889,0.5069952607,649.9910889,-0.04827840999,
649.5147705,0.5024936795,649.5147705,-0.039245639,
649.001709,0.504814446,649.001709,-0.04810488969,
648.4885864,0.501539588,648.4885864,-0.03838247806,
648.012085,0.5023863316,648.012085,-0.03646891192,
647.4987793,0.5029353499,647.4987793,-0.04632992297,
646.9854126,0.5032861233,646.9854126,-0.04476455972,
646.508667,0.5025006533,646.508667,-0.03974501416,
645.9951782,0.501763165,645.9951782,-0.03935601935,
645.5183105,0.5017007589,645.5183105,-0.03917350248,
645.0046387,0.5050720572,645.0046387,-0.04040663689,
644.4909668,0.5055525899,644.4909668,-0.03757615015,
644.0137939,0.5008382797,644.0137939,-0.04331247881,
643.499939,0.505225718,643.499939,-0.04228672385,
642.9860229,0.5057237744,642.9860229,-0.0378526859,
642.508728,0.505274415,642.508728,-0.0402613692,
641.9946289,0.5020112395,641.9946289,-0.04112707078,
641.5171509,0.5014882684,641.5171509,-0.04136690125,
641.0029297,0.5025399327,641.0029297,-0.04239778966,
640.4885864,0.5031061172,640.4885864,-0.04170194641,
640.0109863,0.5013746023,640.0109863,-0.03964654729,
639.496521,0.5042114258,639.496521,-0.04105595127,
638.9819336,0.4992040098,638.9819336,-0.03939739242,
638.5040894,0.5046816468,638.5040894,-0.03958009928,
637.9894409,0.5012882948,637.9894409,-0.03965013847,
637.5114746,0.5035444498,637.5114746,-0.04692342132,
636.9966431,0.5008882284,636.9966431,-0.03881902993,
636.4817505,0.5052348971,636.4817505,-0.03725548834,
636.00354,0.5026548505,636.00354,-0.04353101552,
635.4884644,0.504670918,635.4884644,-0.038030494,
635.0101929,0.4987330139,635.0101929,-0.04315369576,
634.4949951,0.5058443546,634.4949951,-0.03938935325,
634.0164795,0.5136477351,634.0164795,-0.05000969023,
633.5011597,0.5101225972,633.5011597,-0.03860009834,
632.9857178,0.5058494806,632.9857178,-0.03882073611,
632.5071411,0.5041502118,632.5071411,-0.04022517428,
631.9915771,0.5024363995,631.9915771,-0.04885024205,
631.5127563,0.5011284351,631.5127563,-0.04123471305,
630.9970093,0.4995056987,630.9970093,-0.04452501237,
630.5181274,0.4988498092,630.5181274,-0.04062164575,
630.0023193,0.4978594184,630.0023193,-0.04018189758,
629.4863892,0.4999077916,629.4863892,-0.04079148918,
629.0072021,0.5040974617,629.0072021,-0.04576338083,
628.4912109,0.493033886,628.4912109,-0.04916130379,
628.0119019,0.4924158156,628.0119019,-0.04547426105,
627.4956665,0.5028597713,627.4956665,-0.04827354848,
627.0162964,0.5096142292,627.0162964,-0.04816360399,
626.499939,0.5120481253,626.499939,-0.04397931695,
625.9835205,0.5112918019,625.9835205,-0.04512196034,
625.5039063,0.5110995173,625.5039063,-0.04200900346,
624.9873657,0.5072337985,624.9873657,-0.03704189882,
624.5076294,0.5072880387,624.5076294,-0.04628897086,
623.9909668,0.5042476654,623.9909668,-0.04061787203,
623.5109863,0.5074664354,623.5109863,-0.04201779142,
622.9942017,0.5060995817,622.9942017,-0.04554177076,
622.5142212,0.5045004487,622.5142212,-0.04367116839,
621.9972534,0.5020523667,621.9972534,-0.04076033458,
621.5170898,0.5060394406,621.5170898,-0.04115654901,
620.999939,0.5040858984,620.999939,-0.04258092865,
620.4827271,0.5038670897,620.4827271,-0.04196717218,
620.0024414,0.5033276081,620.0024414,-0.04175668582,
619.4851074,0.5006350279,619.4851074,-0.03754609451,
619.0045776,0.5027213693,619.0045776,-0.04104224592,
618.4871216,0.5058771968,618.4871216,-0.04249450937,
618.0065918,0.5035985708,618.0065918,-0.04178348929,
617.4889526,0.5084196329,617.4889526,-0.05240378156,
617.0082397,0.5033420324,617.0082397,-0.04077169299,
616.4904175,0.503057301,616.4904175,-0.0422918424,
616.0095215,0.506116271,616.0095215,-0.04058958218,
615.4916992,0.5037260056,615.4916992,-0.04159140587,
615.0106812,0.4994536936,615.0106812,-0.03750330582,
614.4926147,0.5040774941,614.4926147,-0.04709244519,
614.0115356,0.5016356111,614.0115356,-0.04180521518,
613.4932861,0.4983326495,613.4932861,-0.03944453225,
613.012146,0.498541683,613.012146,-0.03963099793,
612.4937744,0.4984460771,612.4937744,-0.04435886443,
612.0123901,0.4974626005,612.0123901,-0.04058500752,
611.4938965,0.4968832433,611.4938965,-0.03873735294,
611.0124512,0.4907615483,611.0124512,-0.03675262257,
610.4938354,0.4965495765,610.4938354,-0.0470033884,
610.012207,0.5048744082,610.012207,-0.05132437125,
609.4934082,0.5172835588,609.4934082,-0.04309298843,
609.0116577,0.5173328519,609.0116577,-0.04790630937,
608.4927979,0.5078251362,608.4927979,-0.04053143784,
608.0108643,0.5021032691,608.0108643,-0.03952475265,
607.4918213,0.4985956848,607.4918213,-0.04263668507,
607.0098877,0.4951609373,607.0098877,-0.04240389168,
606.4907227,0.4969409406,606.4907227,-0.04736730829,
606.008606,0.4946611524,606.008606,-0.03861591965,
605.4892578,0.4970245957,605.4892578,-0.04267061502,
605.006958,0.5080105066,605.006958,-0.04176679626,
604.4875488,0.5141519904,604.4875488,-0.04292450845,
604.005127,0.508666575,604.005127,-0.04221147299,
603.4855347,0.5194492936,603.4855347,-0.04777145758,
603.0030518,0.5179476738,603.0030518,-0.04147712141,
602.4833374,0.5205420852,602.4833374,-0.04691682383,
602.0006714,0.508359313,602.0006714,-0.04504057392,
601.5179443,0.5071800351,601.5179443,-0.04300775006,
600.9980469,0.50749892,600.9980469,-0.04168689623,
600.5151978,0.5056971312,600.5151978,-0.04299518093,
599.9951172,0.5048534274,599.9951172,-0.04620365798,
599.512146,0.4996192753,599.512146,-0.03869170323,
598.9920044,0.4961421788,598.9920044,-0.03882731497,
598.5088501,0.4915853739,598.5088501,-0.03045198508,
597.9885254,0.4953778088,597.9885254,-0.03673335537,
597.5053101,0.4909990132,597.5053101,-0.04430856183,
596.9848633,0.5158856511,596.9848633,-0.04645489529,
596.5015259,0.5215460658,596.5015259,-0.04404948652,
596.0181274,0.5185391903,596.0181274,-0.04385086894,
595.4974365,0.5110173821,595.4974365,-0.04309008271,
595.013916,0.5096995831,595.013916,-0.04634146392,
594.493103,0.508076787,594.493103,-0.04358782247,
594.0093994,0.5133419037,594.0093994,-0.04116008058,
593.4885254,0.5118287802,593.4885254,-0.04225722328,
593.0046997,0.5100756884,593.0046997,-0.04106560722,
592.4835815,0.503092885,592.4835815,-0.03675276414,
591.9996948,0.5049607158,591.9996948,-0.04429280758,
591.515686,0.5038811564,591.515686,-0.04543929175,
590.9944458,0.5076984167,590.9944458,-0.04514510557,
590.510376,0.5047140121,590.510376,-0.03803746402,
589.9889526,0.5062249303,589.9889526,-0.04810896888,
589.5047607,0.5072017312,589.5047607,-0.04266826808,
588.9832153,0.5085250735,588.9832153,-0.04296924919,
588.4989014,0.5059195161,588.4989014,-0.04841741174,
588.0144043,0.4979344606,588.0144043,-0.04298411682,
587.4926758,0.5065489411,587.4926758,-0.03889766335,
587.0081787,0.5020258427,587.0081787,-0.04770494625,
586.4862671,0.5057835579,586.4862671,-0.04311952367,
586.0015869,0.5091968775,586.0015869,-0.04380977526,
585.5169067,0.503569901,585.5169067,-0.04322339222,
584.994873,0.5090387464,584.994873,-0.04426190257,
584.5100098,0.5035049915,584.5100098,-0.05050859973,
583.987793,0.5038985014,583.987793,-0.04649443552,
583.5028076,0.5045487881,583.5028076,-0.04311459884,
583.0178223,0.5080704093,583.0178223,-0.04980145395,
582.4953613,0.5026872754,582.4953613,-0.05043807998,
582.0102539,0.5029270649,582.0102539,-0.04360964149,
581.4877319,0.5058333874,581.4877319,-0.04208094999,
581.0025024,0.5052527189,581.0025024,-0.0436119847,
580.5171509,0.5068852901,580.5171509,-0.04288379848,
579.9943848,0.5045515895,579.9943848,-0.0459539555,
579.5089722,0.502946198,579.5089722,-0.04302570596,
578.986084,0.4987979233,578.986084,-0.04050799832,
578.5005493,0.4994989932,578.5005493,-0.04144822806,
578.0148315,0.4998449385,578.0148315,-0.05169139802,
577.4918213,0.5048744082,577.4918213,-0.04832371324,
577.0061035,0.4995406568,577.0061035,-0.04418774322,
576.4828491,0.5025967956,576.4828491,-0.03789747506,
575.9969482,0.5026945472,575.9969482,-0.04221884906,
575.5111084,0.5030890703,575.5111084,-0.0352405645,
574.9876709,0.5120326281,574.9876709,-0.04819307104,
574.5015869,0.5135050416,574.5015869,-0.03993059695,
574.0154419,0.5094121695,574.0154419,-0.04817203432,
573.4918823,0.5003798008,573.4918823,-0.04101798683,
573.0056763,0.4960193038,573.0056763,-0.04350085184,
572.4819946,0.5007504225,572.4819946,-0.04679914564,
571.9956055,0.5107591748,571.9956055,-0.04580843449,
571.5092163,0.5185866952,571.5092163,-0.04470454529,
570.9852905,0.5188148618,570.9852905,-0.04626798257,
570.4987793,0.5109809637,570.4987793,-0.0409273915,
570.012146,0.5068672895,570.012146,-0.04824598134,
569.4880371,0.5133287907,569.4880371,-0.04810591042,
569.0013428,0.5124554038,569.0013428,-0.04679142684,
568.5145264,0.5068349838,568.5145264,-0.04802827537,
567.9902344,0.499699086,567.9902344,-0.05581668019,
567.503418,0.4977136552,567.503418,-0.05168583617,
567.0164795,0.4946177602,567.0164795,-0.03992658481,
566.4920044,0.5061228871,566.4920044,-0.04621376097,
566.0048828,0.5114579201,566.0048828,-0.04589494318,
565.5178223,0.5159133077,565.5178223,-0.04624997079,
564.993103,0.5070376396,564.993103,-0.04828693345,
564.5057983,0.5035564899,564.5057983,-0.04598963261,
564.0185547,0.5083702803,564.0185547,-0.04383069649,
563.4937134,0.5023024082,563.4937134,-0.0478233546,
563.0062866,0.5021597743,563.0062866,-0.04386720061,
562.4812622,0.5028790236,562.4812622,-0.04687337205,
561.9937134,0.4980958402,561.9937134,-0.04413344711,
561.5061035,0.5035987496,561.5061035,-0.04219286889,
561.0184326,0.5064803362,561.0184326,-0.0444486998,
560.4932251,0.50643152,560.4932251,-0.04385348782,
560.0054321,0.5015813708,560.0054321,-0.04421593994,
559.5175781,0.5014580488,559.5175781,-0.04102104902,
558.9921265,0.4963481724,558.9921265,-0.04423623532,
558.5041504,0.5006542802,558.5041504,-0.03809698671,
558.0161743,0.4981549978,558.0161743,-0.04011109844,
557.4906006,0.4967106879,557.4906006,-0.04737055674,
557.0023804,0.5009160042,557.0023804,-0.04167428985,
556.5142822,0.5013226271,556.5142822,-0.04045437276,
555.9884644,0.4986176193,555.9884644,-0.03282342851,
555.5001831,0.4979911447,555.5001831,-0.0398405306,
555.0117188,0.4934972227,555.0117188,-0.04324841872,
554.4858398,0.4919842184,554.4858398,-0.0476805456,
553.9973145,0.490968436,553.9973145,-0.04117628187,
553.5087891,0.4879434109,553.5087891,-0.04031605646,
552.982605,0.5006112456,552.982605,-0.03757045045,
552.4939575,0.5060274005,552.4939575,-0.05007239059,
552.005249,0.5094273686,552.005249,-0.04181532562,
551.5164795,0.4988739491,551.5164795,-0.03717693686,
550.9900513,0.4987843931,550.9900513,-0.04504103959,
550.5012207,0.4928512573,550.5012207,-0.04068038613,
550.012207,0.4916938245,550.012207,-0.03978224099,
549.4855957,0.4918663204,549.4855957,-0.0407775864,
548.996582,0.488399595,548.996582,-0.04168360308,
548.5075073,0.4806066453,548.5075073,-0.04265221953,
548.0182495,0.4766573608,548.0182495,-0.03828403354,
547.491394,0.4857504368,547.491394,-0.04367903247,
547.0021973,0.4871577024,547.0021973,-0.04978912696,
546.5128174,0.4985446334,546.5128174,-0.04031902924,
545.9857178,0.4917126894,545.9857178,-0.03751380369,
545.4963379,0.4924269617,545.4963379,-0.04953792319,
545.0068359,0.4855590463,545.0068359,-0.04952023178,
544.5172119,0.4764126539,544.5172119,-0.03893846646,
543.9899292,0.479142487,543.9899292,-0.04115876183,
543.5003052,0.4824296832,543.5003052,-0.03721010685,
543.0105591,0.4865687788,543.0105591,-0.03527775034,
542.4830322,0.482622236,542.4830322,-0.0292104017,
541.9932251,0.4773983359,541.9932251,-0.03989347816,
541.5032959,0.493786484,541.5032959,-0.04146818072,
541.0133667,0.5151577592,541.0133667,-0.03884223104,
540.4855957,0.515997231,540.4855957,-0.0361347571,
539.9956665,0.5077382922,539.9956665,-0.04165961593,
539.5054321,0.4992392659,539.5054321,-0.04283722118,
539.0152588,0.4950029552,539.0152588,-0.03838285804,
538.4873657,0.487211138,538.4873657,-0.03636755422,
537.9970093,0.4849390388,537.9970093,-0.04694540054,
537.5067139,0.4704643786,537.5067139,-0.04138299823,
537.0162964,0.4786303341,537.0162964,-0.04341480508,
536.4880981,0.5022130013,536.4880981,-0.03513557836,
535.9974976,0.5020575523,535.9974976,-0.04524476081,
535.506958,0.4932906628,535.506958,-0.03924289346,
535.0163574,0.4830996394,535.0163574,-0.03419626132,
534.487915,0.4640779793,534.487915,-0.04675200954,
533.9971313,0.4668559134,533.9971313,-0.03839939833,
533.5064087,0.4814549088,533.5064087,-0.03859128803,
533.0155029,0.5039004683,533.0155029,-0.03821282834,
532.4868774,0.5142328739,532.4868774,-0.03950144723,
531.9958496,0.4994697273,531.9958496,-0.04195067286,
531.5048218,0.4884731174,531.5048218,-0.03864230216,
531.0137329,0.4768842161,531.0137329,-0.04054120183,
530.4848633,0.4775053263,530.4848633,-0.04064752907,
529.9937134,0.4755126536,529.9937134,-0.03965018317,
529.5025024,0.4658344388,529.5025024,-0.03833806887,
529.0111694,0.4737453163,529.0111694,-0.03985281289,
528.4819946,0.5010687113,528.4819946,-0.04324729368,
527.9906006,0.5296143889,527.9906006,-0.0409110412,
527.4990845,0.5228632689,527.4990845,-0.04967083782,
527.0076294,0.5083853006,527.0076294,-0.04899271205,
526.5160522,0.500865221,526.5160522,-0.04819650203,
525.9866333,0.5009205341,525.9866333,-0.03488263115,
525.4949341,0.501550734,525.4949341,-0.0388837941,
525.0032959,0.5115472674,525.0032959,-0.03595636413,
524.5114136,0.5088208318,524.5114136,-0.04066652805,
523.9817505,0.5073708892,523.9817505,-0.03140978515,
523.4898071,0.5017403364,523.4898071,-0.043307513,
522.9979248,0.503118515,522.9979248,-0.03957854211,
522.5059204,0.5005030036,522.5059204,-0.03597247228,
522.0137939,0.4995808303,522.0137939,-0.04241544381,
521.4839478,0.4952474535,521.4839478,-0.03847436234,
520.9916992,0.4945022762,520.9916992,-0.04648899287,
520.4994507,0.4938062131,520.4994507,-0.04222598672,
520.0072021,0.4936201572,520.0072021,-0.0421968624,
519.5148315,0.4937570095,519.5148315,-0.0437666215,
518.9846191,0.4873911142,518.9846191,-0.04731637985,
518.4921875,0.4973203242,518.4921875,-0.03880553693,
517.9997559,0.5085415244,517.9997559,-0.04243192449,
517.5071411,0.5121267438,517.5071411,-0.03650870547,
